samples,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,file,reads,relative
ERR414292,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,49301,0.00296368566813525
ERR414294,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,4412,0.00033103097240423196
ERR414295,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,24736,0.0019321159919466
ERR414297,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,56833,0.00427859911469368
ERR414301,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,879989,0.0773201723382747
ERR414302,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,61257,0.00528447271517963
ERR414305,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,14467,0.0007300534235402889
ERR414308,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,3326,0.000121140578979851
ERR414309,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,32528,0.00196577895985588
ERR414311,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,2095,0.000136379830913747
ERR414312,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,1390,0.000104625926184076
ERR414313,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,95279,0.0104002012822465
ERR414315,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,84603,0.0042407372124878395
ERR414316,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,42689,0.0024536860930275198
ERR414318,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,32303,0.00159420792670207
ERR414320,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,39359,0.003013239220295358
ERR414321,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,37538,0.003971856931465946
ERR414324,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,10552,0.00322760223901141
ERR414325,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,34036,0.00180373549614835
ERR414326,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,336,1.84373925685785e-05
ERR414329,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,2246,0.00038779418660946297
ERR414330,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,15742,0.0011134793314908301
ERR414331,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,5310,0.000276728969770878
ERR414333,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,25750,0.00279992010169745
ERR414334,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,1967,0.000120473884360995
ERR414337,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,34865,0.00262313380563034
ERR414338,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,32971,0.0036048165097993996
ERR414339,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,136254,0.009554817481696141
ERR414343,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,7616,0.000362685370869364
ERR414344,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,80815,0.00445249859191075
ERR414345,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,15241,0.0009354127593958321
ERR414347,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,77216,0.00401689639298664
ERR414351,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Obligate anaerobe,Methanogen,Positive,,389,Methanobrevibacter_ruminantium_M1.xml|Methanobrevibacter_smithii_ATCC_35061.xml,26690,0.00263427498711979
ERR260143,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,1766,0.00022972773101198162
ERR260151,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3036,0.0008517815870408
ERR260152,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2843,0.0007206493803758781
ERR260162,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,6784,0.0003581056695718234
ERR260165,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,7882,0.0007976858407119947
ERR260166,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3024,0.00032706915857889745
ERR260172,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,5101,0.00023630710139205298
ERR260173,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,5848,0.00034757150163310503
ERR260174,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,10616,0.0009980410529934782
ERR260177,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,6531,0.00041492217969656386
ERR260180,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,5027,0.0008092220731055758
ERR260181,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,5282,0.00031224314720284087
ERR260185,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,4970,0.0004456612101414562
ERR260186,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,4201,0.000448428387128728
ERR260189,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,4102,0.00048964219354928
ERR260195,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3702,0.0005974440626454477
ERR260198,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,6068,0.000516704816364999
ERR260200,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,4033,0.0004653904375362485
ERR260206,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2789,0.0007598243876657266
ERR260227,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2168,0.0002406219322229723
ERR260230,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2736,0.0005211411696381168
ERR260244,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2017,0.000339197509479705
ERR260245,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2802,0.0005431972684272695
ERR260250,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3493,0.0004399851667182271
ERR260251,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2787,0.0004489203682596701
ERR260258,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2626,0.0003407999584706834
ERR260261,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,4632,0.000311230544563417
ERR275251,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3276,0.0005194609973746284
ERR321144,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,1434,0.000254571321599738
ERR321204,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,1304,0.0006002851354393343
ERR321229,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,2327,0.0005972680696691262
ERR321239,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,1214,0.000246028583900814
ERR321292,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,382,0.001112839605437183
ERR321441,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,782,0.001218577225383804
ERR321480,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,1786,0.00021660105166723402
ERR321548,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3087,0.0002355118086627908
ERR321553,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,6064,0.000645745121078275
ERR321560,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,4371,0.0002281245350155505
ERR321568,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,5330,0.0003219666617717268
ERR321578,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,5889,0.00040495754959767266
ERR321584,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,15604,0.001508945997739289
ERR321587,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3153,0.00038798551717620413
ERR321589,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,9839,0.0007574704843261199
ERR321592,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,1152,6.25182616276369e-05
ERR321602,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,6322,0.000523291132052873
ERR321606,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,8907,0.00039033858750019915
ERR321608,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,9586,0.00045081157134450574
ERR321614,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,7737,0.0003723520449259557
ERR321616,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,5477,0.0003426721772840817
ERR321619,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,11094,0.001198735654800436
ERR321627,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,1848,0.00016758296218120501
ERR321628,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,5213,0.000674526873678571
ERR321631,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,4288,0.0003385373449798182
ERR321634,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,6058,0.00039368085687517334
ERR321640,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,7723,0.0004194383469078277
ERR321648,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,12442,0.0006320164968395372
ERR414233,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,5586,0.0004242294721464417
ERR414234,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,7913,0.00031341430245751534
ERR414235,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3419,0.0003154761004016764
ERR414239,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but stains negative,Commensal,530,Butyrivibrio_crossotus_DSM_2876.xml|Butyrivibrio_fibrisolvens_16_4.xml,3704,0.00045012983158897917
