strain,species,genus,family,order,class,phylum,kingdom,id,genbank,intercept,slope,rate,rsquared,pval
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414282,FP929032,0.78331940403714,3.7224528905157e-05,3.06705829384356,0.703234802564416,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414282,CP011531,0.839197012875377,5.50851780653693e-05,10.3831429378241,0.898186401050858,0
Lactobacillus ruminis ATCC 27782,Lactobacillus ruminis,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR414282,CP003032,1.87528442775692,3.37241369127532e-05,1.74646698177028,0.981113977702152,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR414282,CP024160,1.58231031007758,5.87154409839851e-05,2.95458618340719,0.972511431388344,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414282,CP001104,1.24884968793599,7.81447703202571e-05,3.82063731581416,0.939533240533022,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414282,CP022412,0.686315569813889,2.12817338639765e-05,2.17761544146606,0.597515895773858,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414282,AP009256,1.09884072485065,4.02502041499833e-05,1.9599185435772,0.89866593923994,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414282,HF545616,2.57347386841486,1.99696903080826e-05,1.60682498854321,0.902055269954609,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414282,FP929053,1.77960384224417,3.00442666458189e-05,2.34488337614732,0.92142831798907,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414282,AE014295,1.50320414734015,4.11485280056094e-05,2.10201314207828,0.961482952551443,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414282,FP929039,2.72800404692632,2.42002710956135e-05,1.83055568369528,0.940328533475497,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414282,CP002544,1.1565820777386,1.55752507622103e-05,1.72855043992678,0.659216590050099,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414282,FP929044,1.35679880465763,2.30859188737404e-05,1.72224249470518,0.606977245092985,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414282,CP000139,1.50404842013492,4.83040621602007e-05,7.35366837625886,0.991735560621574,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414282,AP018536,0.767912912183757,5.20453940810177e-05,5.46432832301953,0.89853943289222,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414282,CP001107,2.84285643539062,3.0901280207658e-05,2.34623879023639,0.79908879426172,0
Shigella sp. PAMC 28760,Shigella sp. PAMC 28760,Shigella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,ERR414283,CP014768,0.717616144973268,1.86492960967874e-05,1.9740064953672,0.929508446226421,0
Bacteroides xylanisolvens XB1A,Bacteroides xylanisolvens,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414283,FP929033,1.8932571088619,6.64927666721434e-05,24.0215821336467,0.990555076216451,0
Veillonella atypica,Veillonella atypica,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,ERR414283,CP020566,1.31113647086705,5.15687219684006e-05,2.35103276026653,0.909661320176517,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414283,AP018532,0.954653545040154,2.04086727774799e-05,1.71967614217059,0.951181890408935,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414283,FP929032,1.62055088706654,2.05144560653779e-05,1.85452524142416,0.829954246349528,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414283,AE015928,1.41451252106694,1.57607395122833e-05,2.20195393176432,0.839803378982932,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414283,CP012098,1.74541117750707,3.58904946435636e-05,2.48673979935388,0.844333728256109,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414283,AE014295,1.063079862807,4.14172005293557e-05,2.11223396450558,0.972076559636962,0
Bacteroides ovatus,Bacteroides ovatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414283,CP012938,0.978949499447774,5.34054498945187e-05,15.8843475817665,0.85617185818947,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414283,CP002544,0.708553596326864,2.57439927699018e-05,2.47092461326851,0.478057045440268,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414283,FP929062,1.50101665473785,3.50215207069024e-05,2.74258242805581,0.88803777581096,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414283,CP012801,2.98562606606842,1.30355884124124e-05,2.09354154537223,0.798973143403637,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414283,CP000139,2.64008537898588,5.09124084712194e-05,8.19018946996887,0.985022321421362,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414283,AP018536,2.60628227384086,9.60879017145859e-05,22.9966426364741,0.994558877717915,0
Bacteroides fragilis YCH46,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414283,AP006841,2.23653851564483,1.43268365151992e-05,1.83097824474809,0.927787150924432,0
Veillonella parvula DSM 2008,Veillonella parvula,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,ERR414283,CP001820,1.80206600763773,4.72757083323709e-05,2.23978920611354,0.974130252591572,0
"","","","","","","","",ERR414283,DPWE01000204,2.23729142523172,6.45788637396106e-05,2.29873040968415,0.972561000826758,0
Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,ERR414283,CP031477,0.809251483376562,5.47104293291121e-05,2.56161113836081,0.967164402761016,0
Candidatus Melainabacteria bacterium MEL.A1,Melainabacteria bacterium MEL.A1,"","","","",Candidatus Melainabacteria,Bacteria,ERR414288,CP017245,1.46114879355659,1.90552009233048e-05,1.32931749197743,0.990721787657867,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414288,FP929032,1.40811716617573,2.6563701668512e-05,2.22499210241142,0.765117934111331,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414288,CP011531,2.31085536715358,4.74927771544496e-05,7.52052276262773,0.996898661486946,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414288,CP001104,1.98212333287153,4.8934856481535e-05,2.31493033271966,0.921496780849101,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414288,CP022412,3.52215230980775,1.03198876003932e-05,1.45845499057583,0.996400679784502,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414288,CP001071,4.33008688198794,2.23647643478625e-05,1.61068607625369,0.943034706300338,0
[Ruminococcus] torques L2-14,Ruminococcus torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414288,FP929055,1.3052948370115,3.94130498483285e-05,2.86815359098419,0.801429210823077,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414288,CP002544,1.86233319982509,1.34852755223443e-05,1.60615899509177,0.315689695134836,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414288,CP012801,1.21666088304173,9.15718857622e-06,1.68039594719442,0.66853740399544,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414288,FP929044,1.59365047568153,2.63094178720549e-05,1.85806230286791,0.647371567670134,0
Bacteroides fragilis YCH46,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414288,AP006841,2.46561780751899,9.92138607723846e-06,1.5202291459476,0.945855296062788,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414292,AP018532,1.55975916133662,2.9749455130273e-05,2.2039793591736,0.953117456683436,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414292,CP011531,2.4183990227241,4.56482675347863e-05,6.95371013616361,0.995173770967641,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414292,AE015928,2.77861054249077,1.04202073023869e-05,1.6851848184432,0.859982947131885,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414292,CP003274,1.05487738310293,7.69045459128423e-05,9.94874492078965,0.897884513753718,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414292,CP001104,2.30385596473428,5.28155212436721e-05,2.4742681019218,0.905887209936801,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414292,HF545616,1.75031772454585,1.84140280453196e-05,1.54854340756758,0.786292204788688,0
Desulfovibrio fairfieldensis,Desulfovibrio fairfieldensis,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,ERR414292,CP014229,0.987417481808026,3.08487118830369e-05,2.49170602925576,0.97207314686083,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414292,CP003040,0.719022687215306,3.57096433217741e-05,2.79040855372006,0.566715196191244,0
Cloacibacillus porcorum,Cloacibacillus porcorum,Cloacibacillus,Synergistaceae,Synergistales,Synergistia,Synergistetes,Bacteria,ERR414292,CP016757,2.00545723425934,1.98428212740361e-05,1.76669745122638,0.972314634441282,0
[Clostridium] bolteae,Clostridium bolteae,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414292,CP022464,0.814839364319271,2.05108787266368e-05,2.93900855048621,0.835707644965226,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414292,CP002544,1.65030428002323,1.59980660058821e-05,1.75442302698997,0.502676755999605,0
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,Methanomassiliicoccus intestinalis,Methanomassiliicoccus,Methanomassiliicoccaceae,Methanomassiliicoccales,Thermoplasmata,Euryarchaeota,Archaea,ERR414292,CP005934,1.27517354378334,1.85451887536989e-05,1.3318878168665,0.989255116314228,0
Enterobacteria phage CUS-3,Enterobacteria phage CUS-3,P22virus,Podoviridae,Caudovirales,"","",Viruses,ERR414292,CP000711,1.54592334852617,0.00413516066369565,3.78680150880304,0.876453605733642,1.01964089881004e-143
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414292,AP018536,1.70223445263572,1.98812072138393e-05,1.91309775857581,0.690559822246277,0
Bacteroides fragilis YCH46,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414292,AP006841,1.81517246788855,9.60023765809005e-06,1.49975660776035,0.800821050755443,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414292,CP001107,2.31558684926848,3.62793352084933e-05,2.72164667699568,0.811244023117809,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414294,CP030777,1.45513356419049,9.01242806641721e-05,8.51785055816016,0.969212593614269,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414294,FP929032,1.42130387400577,3.72022611580845e-05,3.06500278087047,0.778893273439257,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414294,AE015928,2.38482081009409,1.27340915420817e-05,1.89224036751632,0.717062249517066,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414294,CP001071,0.717498154458154,2.76717295436686e-05,1.80356916627763,0.92920630138443,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414294,CP003040,1.21531689033181,3.09129818411222e-05,2.43110614909871,0.585014418403763,0
Bacteroides ovatus,Bacteroides ovatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414294,CP012938,1.97441759359074,3.02385862583524e-05,4.78628241569684,0.926253756576632,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414294,CP002544,0.69751518558527,2.16885674396968e-05,2.14275606806063,0.415986879403932,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414294,FP929062,0.720848015429088,7.68754510201826e-05,9.15800163703402,0.796545776277695,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414294,CP000139,1.98567572268475,5.49005955837428e-05,9.65686537851212,0.985763522705861,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414294,AP018536,2.52059303228786,3.56271787610915e-05,3.19796555312889,0.966037262389071,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414294,CP001107,2.96338528091431,2.21311237742379e-05,1.84185783272124,0.74451664888217,0
Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,ERR414294,CP031477,0.88914859486433,4.72602150120834e-05,2.25363592069324,0.964406416049575,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414295,AP018532,0.691741317211831,3.58181847959182e-05,2.58952448134443,0.562932425473881,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414295,AE015928,0.953237629091372,1.32492676370675e-05,1.94169843314383,0.491709389230987,0
Lactobacillus ruminis ATCC 27782,Lactobacillus ruminis,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR414295,CP003032,1.46393568803579,3.44765869325989e-05,1.76833051274799,0.980604240823151,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR414295,CP024160,1.05598540472008,6.00080524717651e-05,3.02590002500323,0.976795292829402,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414295,CP022412,2.62231964934334,1.01206934488264e-05,1.44787001029299,0.985799633095471,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414295,AP009256,2.10288964043067,4.56247164781844e-05,2.14417317117043,0.925725374176448,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414295,HF545616,2.22400876143977,2.34552368315797e-05,1.74549541274516,0.83327957184827,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414295,AE014295,1.55631699572405,4.42505325309661e-05,2.22309221046744,0.954076050082261,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414295,CP012801,1.72495423827061,1.01175782367335e-05,1.77440354320369,0.927268264219235,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414295,CP000139,1.60913908873603,5.10588040147582e-05,8.23986450179769,0.984735224673806,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414295,AP018536,0.678563130113036,2.69624326693053e-05,2.41037943736418,0.468505971424039,0
Bacteroides fragilis YCH46,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414295,AP006841,0.760225182699055,1.46086057987398e-05,1.85288914260288,0.915396689036918,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414295,CP001107,1.34783715962612,2.87349587592852e-05,2.21007707798718,0.635559012303744,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414297,CP030777,0.830638957227535,0.000126402095422666,20.1751450980191,0.956933918750305,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414297,CP011531,1.67217655245143,4.80030127430968e-05,7.68531980543649,0.996552481934097,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414297,CP003274,0.97254119657726,7.36059103152636e-05,9.01511817032218,0.903835134075073,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414297,CP001104,2.81595473172499,5.34830821585198e-05,2.50276296665028,0.835936640215256,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414297,CP022412,2.05964466421189,1.01219860526064e-05,1.44793844973605,0.959195600373812,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414297,AP009256,1.28363848550184,4.12067060655075e-05,1.99151112925719,0.944790774087395,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414297,HF545616,0.934652217114872,2.99006128587558e-05,2.03421430774499,0.682883020898558,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414297,CP001071,3.20539521617837,1.62990270543783e-05,1.41535610481029,0.993168257090709,0
[Eubacterium] hallii,Eubacterium hallii,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414297,LT907978,0.72695370319846,3.93228910810814e-05,3.02223200994882,0.640156780022593,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR414297,CP000678,0.742429203646428,6.84368270742597e-05,2.75819356876165,0.879822844928568,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414297,CP002544,1.33982763114665,1.2546046320753e-05,1.55401666467745,0.69575839582105,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414297,FP929044,3.11765378901586,2.46334302695514e-05,1.78615991404883,0.841468102523644,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414297,CP000139,1.05495430887174,5.04629511834818e-05,8.03954266116832,0.934968395108629,0
Bacteroides fragilis YCH46,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414297,AP006841,0.711411302366649,1.49412200519495e-05,1.87909152403835,0.518434223877257,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414297,CP001107,2.06331819836176,3.62726337951085e-05,2.721143366944,0.786250554393478,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414301,CP030777,0.979320954197972,7.13708515451032e-05,5.45435171772339,0.916940882484394,0
Acidaminococcus fermentans DSM 20731,Acidaminococcus fermentans,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,ERR414301,CP001859,2.4334627121126,3.33324304134404e-05,1.86131489446877,0.994048067729365,0
Shigella phage pSf-1,Shigella phage pSf-1,"",Siphoviridae,Caudovirales,"","",Viruses,ERR414301,KC710998,1.60279970249257,0.00157714145843176,1.92724369857806,0.977640516751563,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414301,AP018532,1.29967603179255,3.03956065319459e-05,2.24213579591968,0.798484931081786,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414301,FP929032,1.36364491284917,2.31356127746185e-05,2.00680497722634,0.800492543121369,0
Coprococcus catus GD/7,Coprococcus catus,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414301,FP929038,0.785906884650196,2.86846414384857e-05,2.24435741238923,0.659615274942148,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414301,CP012098,1.68131047198871,3.27190377435339e-05,2.2944074443838,0.964362330772101,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414301,AP009256,1.14772143743256,3.80410510929529e-05,1.88885399284277,0.973221119214511,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414301,CP001071,0.939860957100276,2.65691773053045e-05,1.76168172061988,0.969714820089064,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414301,FP929053,0.743556572872978,3.14272141267071e-05,2.43869815995198,0.819554403226375,0
Desulfovibrio piger,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,ERR414301,LT630450,0.71317712628788,3.87487685250009e-05,2.38771320483475,0.703872570964171,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR414301,CP000678,3.48989150935471,2.66662991697599e-05,1.48487097831672,0.91304579242213,0
[Ruminococcus] torques L2-14,Ruminococcus torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414301,FP929055,2.32257528989607,3.96370795618265e-05,2.88538311029225,0.897997665702192,0
