samples,kingdom,phylum,class,order,family,genus,species,oxygenstat,metabolism,gram,mtype,genes,file,reads,relative,taxa_id
ERR414338,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Acetoanaerobium,sticklandii,Obligate anaerobe,"Proteolytic, non-sachharolytic",Positive,,699,Clostridium_sticklandii_DSM_519.xml,249,2.7223903155501802e-05,1511.0
ERR414351,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Acetoanaerobium,sticklandii,Obligate anaerobe,"Proteolytic, non-sachharolytic",Positive,,699,Clostridium_sticklandii_DSM_519.xml,238,2.34903502036159e-05,1511.0
ERR260174,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,cecorum,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,741,Enterococcus_cecorum_DSM_20682.xml,608,5.715984930482621e-05,44008.0
ERR321568,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,cecorum,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,741,Enterococcus_cecorum_DSM_20682.xml,337,2.03569915604262e-05,44008.0
ERR414233,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,cecorum,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,741,Enterococcus_cecorum_DSM_20682.xml,383,2.90869831421567e-05,44008.0
ERR414240,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,cecorum,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,741,Enterococcus_cecorum_DSM_20682.xml,268,1.71804365087353e-05,44008.0
ERR414320,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,cecorum,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,741,Enterococcus_cecorum_DSM_20682.xml,330,2.5264080456756197e-05,44008.0
ERR414333,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,cecorum,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,741,Enterococcus_cecorum_DSM_20682.xml,8580,0.0009329442513617131,44008.0
ERR414351,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,cecorum,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,741,Enterococcus_cecorum_DSM_20682.xml,317,3.1287567288009496e-05,44008.0
ERR260180,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,garvieae,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Pathogen,614,Lactococcus_garvieae_ATCC_49156.xml,347,5.5858376639672805e-05,1363.0
ERR260185,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,garvieae,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Pathogen,614,Lactococcus_garvieae_ATCC_49156.xml,44155,0.00395939048969738,1363.0
ERR260195,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,garvieae,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Pathogen,614,Lactococcus_garvieae_ATCC_49156.xml,1282,0.000206894459295371,1363.0
ERR260198,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,garvieae,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Pathogen,614,Lactococcus_garvieae_ATCC_49156.xml,295,2.5119960584653e-05,1363.0
ERR260182,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,1609,0.000135455144016431,622.0
ERR260194,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,2416,0.00018477552183215301,622.0
ERR260203,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,3227,0.00036369185438440803,622.0
ERR260214,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,2680,0.000142581563703714,622.0
ERR260227,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,4047,0.000449168339347957,622.0
ERR260230,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,2197,0.000418474835414819,622.0
ERR260238,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,20125,0.00141275885866494,622.0
ERR260250,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,1007,0.000126843705377972,622.0
ERR260258,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,3899,0.000506008773068238,622.0
ERR260276,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,3043,0.000784622330562961,622.0
ERR321182,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,851,0.00014074795547469,622.0
ERR321560,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,411,2.14502822904121e-05,622.0
ERR321568,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,361,2.1806747635946202e-05,622.0
ERR321592,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,560,3.0390821624545698e-05,622.0
ERR321619,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,257,2.77695207575007e-05,622.0
ERR321631,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,635,5.01332122346512e-05,622.0
ERR414234,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,1456,5.76685485123396e-05,622.0
ERR414235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,4144,0.000382372904376878,622.0
ERR414239,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,1096,0.00013319176442265702,622.0
ERR414244,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,22588,0.00137854288358972,622.0
ERR414246,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,5223,0.000221271836454567,622.0
ERR414261,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,2394,0.000202530429054877,622.0
ERR414265,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,6411,0.00043687667048595896,622.0
ERR414266,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,2792,0.00018736519704886398,622.0
ERR414278,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,1313,0.000130264074944008,622.0
ERR414288,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,459,2.5181949183814102e-05,622.0
ERR414292,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,3986,0.000239614836883372,622.0
ERR414301,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,2582,0.00022686725058770698,622.0
ERR414306,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,1492,7.56810508344343e-05,622.0
ERR414319,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,4610,0.000250659503640897,622.0
ERR414321,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,1471,0.000155644987644158,622.0
ERR414330,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,5799,0.00041018083110883904,622.0
ERR414331,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,9480,0.000494047200268912,622.0
ERR414333,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,224,2.4356586515737e-05,622.0
ERR414339,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,958,6.717979029947671e-05,622.0
ERR414344,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,609,3.35528261148753e-05,622.0
ERR414345,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,2239,0.000137418093844713,622.0
ERR414351,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,dysenteriae,Facultative anaerobe,"fermentative, respiratory",Negative,,1186,Shigella_dysenteriae_Sd197.xml,1143,0.000112812900347618,622.0
ERR260194,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,4095,0.000313185331913356,624.0
ERR260203,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,5069,0.000571290365625834,624.0
ERR260204,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,1269,0.000179282969841468,624.0
ERR260227,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,24700,0.0027414030101049,624.0
ERR260230,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,9392,0.00178894658817295,624.0
ERR260238,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,9127,0.000640708079653907,624.0
ERR260258,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,3758,0.00048770991772004104,624.0
ERR321182,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,752,0.00012437422152405101,624.0
ERR321560,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,877,4.57710403131178e-05,624.0
ERR321568,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,384,2.31960972083195e-05,624.0
ERR321592,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,621,3.3701250408648e-05,624.0
ERR321619,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,272,2.93903099067711e-05,624.0
ERR321628,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,314,4.06294721532844e-05,624.0
ERR321631,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,2380,0.00018790085845428301,624.0
ERR321642,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,7138,0.000166513632598004,624.0
ERR414233,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,482,3.66055505862128e-05,624.0
ERR414235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,6533,0.000602809407406888,624.0
ERR414239,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,4185,0.000508583516522645,624.0
ERR414244,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,35190,0.00214764140576953,624.0
ERR414246,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,3504,0.00014844658528370702,624.0
ERR414261,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,3135,0.00026521841900043397,624.0
ERR414265,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,7600,0.000517900904023286,624.0
ERR414266,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,8749,0.00058712682986408,624.0
ERR414278,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,4152,0.000411924173014105,624.0
ERR414288,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,2122,0.000116418510170051,624.0
ERR414292,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,11167,0.000671294250746768,624.0
ERR414295,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,3987,0.000311422479782143,624.0
ERR414301,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,10572,0.0009289080453962949,624.0
ERR414306,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,4682,0.00023749241287320498,624.0
ERR414319,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,12596,0.000684882235978469,624.0
ERR414321,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,4799,0.000507777223456366,624.0
ERR414330,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,3643,0.000257680422095102,624.0
ERR414331,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,75625,0.00394117294518317,624.0
ERR414333,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,407,4.42550478210043e-05,624.0
ERR414337,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,918,6.90674554300488e-05,624.0
ERR414344,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,2922,0.000160987451408318,624.0
ERR414345,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,5208,0.0003196397645124,624.0
ERR414351,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,sonnei,Facultative anaerobe,"fermentative, respiratory",Negative,Opportunistic pathogen,1222,Shigella_sonnei_Ss046.xml,1704,0.000168183011541855,624.0
ERR260194,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,1785,0.000136516683141719,623.0
ERR260203,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,4024,0.00045351596592589405,623.0
ERR260204,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,1276,0.00018027192239378502,623.0
ERR260227,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,14187,0.00157458641718049,623.0
ERR260230,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,3587,0.000683235882855237,623.0
ERR260238,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,7601,0.000533584103588183,623.0
ERR260250,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,2240,0.00028215481633233,623.0
ERR260258,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,6849,0.000888857165104991,623.0
ERR260276,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,4706,0.0012134185631381199,623.0
ERR321182,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,554,9.16267536227713e-05,623.0
ERR321560,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,1196,6.241979956042061e-05,623.0
ERR321568,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,588,3.5519023850239204e-05,623.0
ERR321592,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,532,2.8871280543318396e-05,623.0
ERR321619,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,244,2.63648368281329e-05,623.0
ERR321628,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,330,4.2699763727973996e-05,623.0
ERR321631,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,1195,9.434517892977671e-05,623.0
ERR321642,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,4219,9.84198677404004e-05,623.0
ERR414233,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,flexneri,Facultative anaerobe,"fermentative, respiratory",Negative,,1258,Shigella_flexneri_2002017.xml,224,1.70117081562483e-05,623.0
