strain,species,genus,family,order,class,phylum,kingdom,id,genbank,intercept,slope,rate,rsquared,pval
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,FP929053,0.927072985452449,2.94823555754568e-05,1.92652347506503,0.993038323934563,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,CP003040,1.81035394276286,1.71447740194915e-05,1.51921739094024,0.960260818628504,0
[Ruminococcus] torques L2-14,[Ruminococcus] torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,FP929055,1.11391347737894,3.34407077523441e-05,1.95479542533181,0.989679351733428,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414308,CP002544,1.57936640431506,8.36906280232629e-06,1.31399767437276,0.975529318072121,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,FP929062,1.27412185366883,2.31933463528442e-05,1.72248498216803,0.986240818638907,0
[Eubacterium] siraeum 70/3,[Eubacterium] siraeum,"",Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,FP929044,2.25794029482622,2.1696938514397e-05,1.60172941362055,0.928274240276631,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,AP018536,3.17388948372261,2.01311910962758e-05,1.72646970334975,0.829363367265043,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,FP929049,1.94928979846031,1.84952200120366e-05,1.70772007436582,0.956412318181678,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414308,CP001107,3.9712833915641,2.28156461995757e-05,1.68974450565555,0.715758881937646,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414309,CP030777,1.01339511493375,9.23113325065952e-05,5.98840096638909,0.986474422967142,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,FP929032,0.885341681001101,3.41292173160616e-05,2.12646393970844,0.988423535870033,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,CP011531,1.44692349674905,4.33059568446552e-05,4.99256685668372,0.997883758451465,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,AE015928,0.852239585296949,2.30257822566813e-05,2.44567554882015,0.971652202493369,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414309,CP001104,2.52656026635419,5.53056364592244e-05,2.30444204064935,0.897291164840434,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,CP022412,1.56659847936163,8.88836097240091e-06,1.33543079292058,0.970716143642561,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414309,AP009256,1.91494867542758,4.67743706254262e-05,1.99897566172956,0.90112169882201,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414309,CP001071,2.70027661569642,1.45885668431256e-05,1.35257814841992,0.991057157736405,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414309,FP929053,0.93596377603577,2.49035113445973e-05,1.72209924619991,0.995981653825728,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414309,AE014295,1.06847844430248,3.94387549832488e-05,1.79377904697786,0.988838382153481,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414309,FP929039,1.26744453541456,2.14179745037187e-05,1.62948752698425,0.984633891075493,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,CP002544,1.43404636931675,7.1837145837738e-06,1.27190776179856,0.987068756706219,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,CP012801,2.47559669781351,1.13546958806325e-05,1.69641241063912,0.734043580629054,0
[Eubacterium] siraeum 70/3,[Eubacterium] siraeum,"",Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414309,FP929044,2.26510991207945,1.9899216412238e-05,1.52504296231249,0.900202390353779,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414309,CP000139,1.12645670530746,4.67176494076445e-05,4.71454409593806,0.995323368580388,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,CP030777,1.55333290531821,9.509683932198e-05,8.19436718004075,0.993063206402722,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414311,FP929032,1.28249209089973,2.38719294316833e-05,1.7483122474767,0.987852036348029,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414311,CP011531,2.09893221580212,4.8419122273316e-05,6.05422016296422,0.990778645503551,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,CP001104,1.62402743115993,5.12789995461354e-05,2.10046964548196,0.928727807851778,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,CP012098,0.754984314844109,3.97608860796621e-05,1.87181751278688,0.983418117884587,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414311,CP022412,2.73747407559341,9.74342237856603e-06,1.3926225137105,0.97730478131306,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414311,AP009256,1.84843130183826,4.52624463838178e-05,1.92251646788073,0.893235054876224,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,HF545616,1.66425345356832,1.84337347172165e-05,1.43437577515717,0.906071557982514,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414311,CP001071,2.12499564937298,1.63720070755097e-05,1.40680841535159,0.984121135422047,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,CP003040,1.61894750705054,1.4920488148971e-05,1.44406460840558,0.956657699062125,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,FP929039,1.49508532430969,2.00484800825501e-05,1.58282375129779,0.971094088173628,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414311,CP002544,1.224865224733,1.32190290355034e-05,1.45568022610342,0.965033947909099,0
[Eubacterium] siraeum 70/3,[Eubacterium] siraeum,"",Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,FP929044,0.718589508706008,2.38884781641636e-05,1.43373944507312,0.969472203877503,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414311,CP000139,1.08808629850399,5.10860905065905e-05,5.06596843385406,0.997545256420597,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,AP018536,1.41561443395973,2.01461743094839e-05,1.72644098373228,0.965400077709321,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414311,CP001107,2.07794014272579,4.52699989247996e-05,2.73250924968287,0.836450069655298,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414312,CP030777,2.5552980351785,4.9734513284401e-05,3.13615831496451,0.97857201057913,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414312,FP929032,1.00928225979607,3.0604130108474e-05,1.99854305721699,0.995099645633707,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414312,CP011531,1.90237173749222,4.80611955663527e-05,6.07901135762916,0.994463042869567,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414312,AE015928,1.80880132145249,1.25603029020763e-05,1.72152061700122,0.864683573770926,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414312,CP001104,2.02701611515425,5.67499437585771e-05,2.49913355115462,0.900119016128055,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414312,CP022412,1.7553865814208,1.1282651381624e-05,1.44929194197802,0.979376059410262,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414312,HF545616,1.74266870872883,1.73893352468937e-05,1.42849363541043,0.922485959697926,0
Desulfovibrio piger,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,ERR414312,LT630450,0.721479116609829,2.44328941958865e-05,1.4367221781997,0.990103946701337,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414312,FP929062,0.725195362599291,3.52649163679029e-05,1.89619006218881,0.974492897924485,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414312,AP018536,2.81650024110556,2.19207964674079e-05,1.8457864913395,0.781400854826585,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414312,FP929049,1.95612466334309,1.47545753224696e-05,1.55059506438444,0.957219422091061,0
Veillonella parvula DSM 2008,Veillonella parvula,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,ERR414312,CP001820,0.798628120001066,3.98453082158904e-05,1.56290515649928,0.998084499331309,0
"","","","","","","","",ERR414312,DPWE01000204,0.766471993957203,5.84165934492425e-05,1.61420216076199,0.996324556722904,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414312,CP001107,1.56103109676722,2.07181845063356e-05,1.59217741688955,0.9139330964932,0
Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,ERR414312,CP031477,1.22913067326524,4.76468684096112e-05,1.97052660395192,0.969029487308864,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR414313,CP024160,1.50685370722715,5.94240477801001e-05,2.64369463482351,0.980306034032532,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414313,CP022412,1.16643164937368,1.02079022612995e-05,1.37605611442995,0.989773147360542,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414313,AP009256,1.41761209132251,4.12251607033027e-05,1.76284399299654,0.932154774181866,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414313,CP001071,4.49710400681425,2.12676454362319e-05,1.54964895619207,0.896346619613281,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR414313,CP000678,1.29487268717218,3.03849447229539e-05,1.48150675106962,0.982008524034252,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414313,FP929039,1.98465633780348,2.25434067165438e-05,1.6728532724458,0.957634393698252,0
[Eubacterium] siraeum 70/3,[Eubacterium] siraeum,"",Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414313,FP929044,0.848325331346044,2.4447012126074e-05,1.55894082796547,0.994702069572472,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414313,CP000139,0.832888247032687,4.52397566192728e-05,3.4222395682027,0.993333896640885,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414315,CP030777,0.763153253373216,0.000127648904978504,7.77516715049088,0.984713210379056,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414315,CP011531,1.63350868034363,4.80710968026902e-05,5.66365064716635,0.995800216706946,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414315,AE015928,1.53480871192037,9.16121971700647e-06,1.50399240729366,0.994197726111213,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414315,HF545616,2.43321966143216,1.93490991196876e-05,1.52731773348773,0.886681087396622,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414315,CP003040,1.14208098479044,1.64862393455517e-05,1.49774751478872,0.989777986298283,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR414315,CP000678,1.05812918944107,3.42256378661261e-05,1.54974153387296,0.982408621074267,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414315,FP929039,3.40911155379806,2.16045778171837e-05,1.64504785159196,0.958084523028115,0
Bacteroides ovatus,Bacteroides ovatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414315,CP012938,1.55863768071106,2.66988991424052e-05,2.78374177939025,0.945997385340389,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414315,CP002544,1.64200240014917,1.48206088527585e-05,1.55391837976118,0.956337085699431,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414315,CP000139,1.85188943167821,4.62098120112515e-05,5.46592879265003,0.99520056305551,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414315,AP018536,3.5933271076952,2.13219072767613e-05,1.75672753237493,0.824721632146701,0
Bacteroides fragilis YCH46,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414315,AP006841,1.01174100063056,1.10314358979024e-05,1.45327883374392,0.989475815686874,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414315,FP929049,2.47318267695525,1.66587952218862e-05,1.64684985070958,0.903739160312598,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414315,CP001107,2.72329421934898,2.52413989527359e-05,1.85027601206005,0.78859605787005,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414316,CP030777,1.14992875150837,6.20776427916379e-05,3.92701996224001,0.97362544166579,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414316,FP929032,0.867840791293586,2.07195215817623e-05,1.55708831927159,0.992563039182239,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414316,CP011531,2.29601397104942,4.80280876952893e-05,5.502426768348,0.996623665886833,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414316,AE015928,2.336924149253,8.17929859257946e-06,1.43853765110246,0.958775893052977,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414316,CP003274,1.02855773936407,1.74422584407631e-05,1.54336236459558,0.987598415074339,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414316,CP001104,1.7478396622563,7.73324951865017e-05,3.0708053008016,0.925888240108245,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414316,CP022412,0.723248338002198,1.19792381016354e-05,1.30972914854657,0.988814359866395,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR414316,CP001071,0.791827380283992,2.27724170972174e-05,1.4464254939734,0.996709266052311,0
Desulfovibrio piger,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,ERR414316,LT630450,1.68360694395258,2.35866074428818e-05,1.60046364565692,0.989345097682708,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414316,CP002544,0.845984079847023,1.34853955577275e-05,1.42649274300595,0.993091428703936,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414316,FP929062,0.877270886970333,3.08579290306525e-05,2.02480616198198,0.978001013704835,0
[Eubacterium] siraeum 70/3,[Eubacterium] siraeum,"",Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414316,FP929044,0.72979537408252,2.85940844431001e-05,1.57259974588724,0.965878455794902,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414316,AP018536,4.50042717329258,1.95757962153998e-05,1.67111774433358,0.849831792760828,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414316,CP001107,2.78034608528405,4.3002833770361e-05,2.59422240126517,0.818078491460211,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414318,CP030777,1.87349504413361,5.82579053053803e-05,3.71477300832144,0.982221806669807,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414318,FP929032,1.58849196183839,2.81574925278343e-05,1.94223824745717,0.969474363707628,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414318,AE015928,1.37062374137252,1.10508402894842e-05,1.596343600535,0.9805091017156,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414318,CP001104,2.63499905257621,5.73121492670657e-05,2.37925864512714,0.858353702879685,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414318,CP012098,1.45232980817014,2.94085823398229e-05,1.90675100288887,0.988164424174802,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414318,HF545616,1.38073270747027,1.54577892654806e-05,1.38454422526403,0.966630761689014,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414318,FP929053,1.1100703524466,2.43502432016278e-05,1.77900408234218,0.990748367671529,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414318,CP003040,2.74289271793633,1.87357550227807e-05,1.60902093161404,0.888491922927615,0
[Ruminococcus] torques L2-14,[Ruminococcus] torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414318,FP929055,0.978393056702966,3.12068900436622e-05,1.9086349744103,0.986405340760188,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414318,CP012801,3.27545133889972,1.30127824208448e-05,1.82583310488692,0.833917742121674,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414318,CP000139,1.73205409853623,4.91538580555063e-05,5.49300851641501,0.994488367305358,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414318,AP018536,2.49643073225022,2.16306562325596e-05,1.82549535757901,0.798800136875463,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414318,CP001107,2.53160558163983,3.4850164924822e-05,2.28412669034583,0.809899584264709,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414319,AP018532,0.745781397262834,2.99900354214738e-05,1.81020992808576,0.957405575020972,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414319,FP929032,1.43649981140053,2.57956935781391e-05,1.7881417932427,0.961398803792681,0
Lactobacillus amylovorus,Lactobacillus amylovorus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR414319,CP002559,1.04864088545888,3.82095226167829e-05,1.65701080695874,0.98733997035745,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414319,CP003274,1.52593969677191,1.97519586534403e-05,1.65518364954735,0.983372514739753,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR414319,CP024160,1.50579786546607,6.48354746793849e-05,2.79265824697011,0.984711743433055,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414319,CP012098,1.209479191341,2.84021046204918e-05,1.80608479473104,0.984872921149744,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414319,CP022412,4.01579311977692,8.96362182893611e-06,1.35136466941094,0.939195848478779,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414319,AP009256,1.73273778424175,4.3850869915376e-05,1.88141205517422,0.923160934639662,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414319,FP929053,1.08627722162446,2.7645289877007e-05,1.87632931976007,0.991051702436316,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR414319,AE014295,1.19833913846114,4.39290031940254e-05,1.89698393361632,0.984614007878396,0
