compartments,abundance,growth_rate,reactions,metabolites,tradeoff,sample
Eubacterium,0.16095470316380647,0.38904475616110046,2482,1761,0.6,ERR321619
Faecalibacterium,0.17099376802012542,0.41331025112479325,1986,1472,0.6,ERR321619
Faecalitalea,0.007070272051162477,0.019082218236694468,994,892,0.6,ERR321619
Flavonifractor,0.0020060494113417343,0.007456110490551875,1207,1105,0.6,ERR321619
Haemophilus,0.013283013090223925,0.03210646528112068,1504,1246,0.6,ERR321619
Lachnoclostridium,0.009652284100685644,0.023330604453782447,3174,1970,0.6,ERR321619
Lactobacillus,0.003280221455029122,0.007928646577497643,3241,1907,0.6,ERR321619
Odoribacter,0.038491699344296394,0.09303855986695933,2526,1594,0.6,ERR321619
Parabacteroides,0.00493215605020294,0.011921549419384763,2870,1747,0.6,ERR321619
Prevotella,0.07952853630338201,0.19222898993537302,2861,1722,0.6,ERR321619
Roseburia,0.09240312494802007,0.22334824958477892,2357,1567,0.6,ERR321619
Ruminococcus,0.032144486861177976,0.07769666749329014,2983,1793,0.6,ERR321619
Streptococcus,0.005012518269378568,0.012115793510052734,2896,1822,0.6,ERR321619
Veillonella,0.002174589626620296,0.005256216033114432,1832,1405,0.6,ERR321619
medium,,,788,788,0.6,ERR321619
Alistipes,0.023282798657369767,0.04689313306165851,2650,1613,0.5,ERR321619
Anaerostipes,0.012245719208794874,0.024663707690215177,2034,1491,0.5,ERR321619
Bacteroides,0.21031434052778938,0.42358732299033197,3307,1887,0.5,ERR321619
Barnesiella,0.003603273568024414,0.016347664977984976,2235,1371,0.5,ERR321619
Bifidobacterium,0.0153435725355202,0.03090299405741356,3108,1734,0.5,ERR321619
Blautia,0.05516495598014151,0.11110595676950727,3108,1818,0.5,ERR321619
Butyrivibrio,0.0022232879290135068,0.004477852437353455,1895,1399,0.5,ERR321619
Clostridium,0.0045131101641774085,0.009089709470638155,3532,2001,0.5,ERR321619
Collinsella,0.005130957350507735,0.010334095540643698,2629,1587,0.5,ERR321619
Comamonas,0.0052568113994910124,0.014090827439462966,1600,1343,0.5,ERR321619
Coprococcus,0.030452070549611444,0.06133253211086562,2188,1591,0.5,ERR321619
Desulfovibrio,0.010541679434105685,0.021231656197083334,1739,1384,0.5,ERR321619
Eubacterium,0.16095470316380647,0.32417367101416705,2482,1761,0.5,ERR321619
Faecalibacterium,0.17099376802012542,0.34439302741700917,1986,1472,0.5,ERR321619
Faecalitalea,0.007070272051162477,0.016895341474913953,994,892,0.5,ERR321619
Flavonifractor,0.0020060494113417343,0.0070782322350373345,1207,1105,0.5,ERR321619
Haemophilus,0.013283013090223925,0.02675288780643506,1504,1246,0.5,ERR321619
Lachnoclostridium,0.009652284100685644,0.019440353771263023,3174,1970,0.5,ERR321619
Lactobacillus,0.003280221455029122,0.0066065881272414275,3241,1907,0.5,ERR321619
Odoribacter,0.038491699344296394,0.0775248888968532,2526,1594,0.5,ERR321619
Parabacteroides,0.00493215605020294,0.009933696260256725,2870,1747,0.5,ERR321619
Prevotella,0.07952853630338201,0.16017585728968342,2861,1722,0.5,ERR321619
Roseburia,0.09240312494802007,0.18610615060521934,2357,1567,0.5,ERR321619
Ruminococcus,0.032144486861177976,0.06474117316208991,2983,1793,0.5,ERR321619
Streptococcus,0.005012518269378568,0.010095551211247774,2896,1822,0.5,ERR321619
Veillonella,0.002174589626620296,0.004379770758814572,1832,1405,0.5,ERR321619
medium,,,788,788,0.5,ERR321619
Alistipes,0.023282798657369767,0.037503675434845986,2650,1613,0.4,ERR321619
Anaerostipes,0.012245719208794874,0.019725269520805704,2034,1491,0.4,ERR321619
Bacteroides,0.21031434052778938,0.33877202142790275,3307,1887,0.4,ERR321619
Barnesiella,0.003603273568024414,0.01892138218605991,2235,1371,0.4,ERR321619
Bifidobacterium,0.0153435725355202,0.024715257507935268,3108,1734,0.4,ERR321619
Blautia,0.05516495598014151,0.08885910300847076,3108,1818,0.4,ERR321619
Butyrivibrio,0.0022232879290135068,0.0035812476965936695,1895,1399,0.4,ERR321619
Clostridium,0.0045131101641774085,0.007269668105078988,3532,2001,0.4,ERR321619
Collinsella,0.005130957350507735,0.008264889547738921,2629,1587,0.4,ERR321619
Comamonas,0.0052568113994910124,0.014126020218509899,1600,1343,0.4,ERR321619
Coprococcus,0.030452070549611444,0.049051859570886286,2188,1591,0.4,ERR321619
Desulfovibrio,0.010541679434105685,0.0169804210336767,1739,1384,0.4,ERR321619
Eubacterium,0.16095470316380647,0.259264061635434,2482,1761,0.4,ERR321619
Faecalibacterium,0.17099376802012542,0.27543487664672817,1986,1472,0.4,ERR321619
Faecalitalea,0.007070272051162477,0.01620330568898588,994,892,0.4,ERR321619
Flavonifractor,0.0020060494113417343,0.006545583930048884,1207,1105,0.4,ERR321619
Haemophilus,0.013283013090223925,0.0213961310669671,1504,1246,0.4,ERR321619
Lachnoclostridium,0.009652284100685644,0.015547792834455771,3174,1970,0.4,ERR321619
Lactobacillus,0.003280221455029122,0.0052837445773874555,3241,1907,0.4,ERR321619
Odoribacter,0.038491699344296394,0.06200200503117384,2526,1594,0.4,ERR321619
Parabacteroides,0.00493215605020294,0.007944662605327292,2870,1747,0.4,ERR321619
Prevotella,0.07952853630338201,0.12810368962630636,2861,1722,0.4,ERR321619
Roseburia,0.09240312494802007,0.14884193509529087,2357,1567,0.4,ERR321619
Ruminococcus,0.032144486861177976,0.05177798511124355,2983,1793,0.4,ERR321619
Streptococcus,0.005012518269378568,0.008074109177744945,2896,1822,0.4,ERR321619
Veillonella,0.002174589626620296,0.0035028050024408816,1832,1405,0.4,ERR321619
medium,,,788,788,0.4,ERR321619
Alistipes,0.023282798657369767,0.028125738150249217,2650,1613,0.30000000000000004,ERR321619
Anaerostipes,0.012245719208794874,0.014792890536655369,2034,1491,0.30000000000000004,ERR321619
Bacteroides,0.21031434052778938,0.254060783584049,3307,1887,0.30000000000000004,ERR321619
Barnesiella,0.003603273568024414,0.014950940269072585,2235,1371,0.30000000000000004,ERR321619
Bifidobacterium,0.0153435725355202,0.01853511297213362,3108,1734,0.30000000000000004,ERR321619
Blautia,0.05516495598014151,0.06663954491905569,3108,1818,0.30000000000000004,ERR321619
Butyrivibrio,0.0022232879290135068,0.00268574302553709,1895,1399,0.30000000000000004,ERR321619
Clostridium,0.0045131101641774085,0.005451859829249479,3532,2001,0.30000000000000004,ERR321619
Collinsella,0.005130957350507735,0.006198222345046235,2629,1587,0.30000000000000004,ERR321619
Comamonas,0.0052568113994910124,0.011186995587732897,1600,1343,0.30000000000000004,ERR321619
Coprococcus,0.030452070549611444,0.036786254737504145,2188,1591,0.30000000000000004,ERR321619
Desulfovibrio,0.010541679434105685,0.012734401898482071,1739,1384,0.30000000000000004,ERR321619
Eubacterium,0.16095470316380647,0.19443409281900034,2482,1761,0.30000000000000004,ERR321619
Faecalibacterium,0.17099376802012542,0.20656133377377,1986,1472,0.30000000000000004,ERR321619
Faecalitalea,0.007070272051162477,0.012565992438710788,994,892,0.30000000000000004,ERR321619
Flavonifractor,0.0020060494113417343,0.0058129929240745,1207,1105,0.30000000000000004,ERR321619
Haemophilus,0.013283013090223925,0.01604594677460069,1504,1246,0.30000000000000004,ERR321619
Lachnoclostridium,0.009652284100685644,0.011660007852119465,3174,1970,0.30000000000000004,ERR321619
Lactobacillus,0.003280221455029122,0.003962524053327298,3241,1907,0.30000000000000004,ERR321619
Odoribacter,0.038491699344296394,0.046498166850523666,2526,1594,0.30000000000000004,ERR321619
Parabacteroides,0.00493215605020294,0.005958069372070342,2870,1747,0.30000000000000004,ERR321619
Prevotella,0.07952853630338201,0.09607087277018797,2861,1722,0.30000000000000004,ERR321619
Roseburia,0.09240312494802007,0.11162344075554834,2357,1567,0.30000000000000004,ERR321619
Ruminococcus,0.032144486861177976,0.038830702173605666,2983,1793,0.30000000000000004,ERR321619
Streptococcus,0.005012518269378568,0.006055147337962508,2896,1822,0.30000000000000004,ERR321619
Veillonella,0.002174589626620296,0.0026269152307371252,1832,1405,0.30000000000000004,ERR321619
medium,,,788,788,0.30000000000000004,ERR321619
Alistipes,0.023282798657369767,0.018734502203481346,2650,1613,0.2,ERR321619
Anaerostipes,0.012245719208794874,0.009853517048193343,2034,1491,0.2,ERR321619
Bacteroides,0.21031434052778938,0.16922941842221328,3307,1887,0.2,ERR321619
Barnesiella,0.003603273568024414,0.01777351444616544,2235,1371,0.2,ERR321619
Bifidobacterium,0.0153435725355202,0.012346204496553341,3108,1734,0.2,ERR321619
Blautia,0.05516495598014151,0.04438847771580062,3108,1818,0.2,ERR321619
Butyrivibrio,0.0022232879290135068,0.0017889684666796033,1895,1399,0.2,ERR321619
Clostridium,0.0045131101641774085,0.0036314737571677704,3532,2001,0.2,ERR321619
Collinsella,0.005130957350507735,0.004128624449526811,2629,1587,0.2,ERR321619
Comamonas,0.0052568113994910124,0.011893941769579823,1600,1343,0.2,ERR321619
Coprococcus,0.030452070549611444,0.024503256296964274,2188,1591,0.2,ERR321619
Desulfovibrio,0.010541679434105685,0.008482361570560988,1739,1384,0.2,ERR321619
Eubacterium,0.16095470316380647,0.12951218989814298,2482,1761,0.2,ERR321619
Faecalibacterium,0.17099376802012542,0.1375901226860656,1986,1472,0.2,ERR321619
Faecalitalea,0.007070272051162477,0.012480380214815035,994,892,0.2,ERR321619
Flavonifractor,0.0020060494113417343,0.005586504070897874,1207,1105,0.2,ERR321619
Haemophilus,0.013283013090223925,0.010688175492532143,1504,1246,0.2,ERR321619
Lachnoclostridium,0.009652284100685644,0.007766709681864351,3174,1970,0.2,ERR321619
Lactobacillus,0.003280221455029122,0.0026394299494308673,3241,1907,0.2,ERR321619
Odoribacter,0.038491699344296394,0.030972343007106898,2526,1594,0.2,ERR321619
Parabacteroides,0.00493215605020294,0.003968658998064022,2870,1747,0.2,ERR321619
Prevotella,0.07952853630338201,0.0639926308061305,2861,1722,0.2,ERR321619
Roseburia,0.09240312494802007,0.07435216759890498,2357,1567,0.2,ERR321619
Ruminococcus,0.032144486861177976,0.025865058955863243,2983,1793,0.2,ERR321619
Streptococcus,0.005012518269378568,0.004033322451763092,2896,1822,0.2,ERR321619
Veillonella,0.002174589626620296,0.0017497833813370088,1832,1405,0.2,ERR321619
medium,,,788,788,0.2,ERR321619
Alistipes,0.023282798657369767,0.00936467890701261,2650,1613,0.1,ERR321619
Anaerostipes,0.012245719208794874,0.004925406789807106,2034,1491,0.1,ERR321619
Bacteroides,0.21031434052778938,0.08459146804173,3307,1887,0.1,ERR321619
Barnesiella,0.003603273568024414,0.011792936981992736,2235,1371,0.1,ERR321619
Bifidobacterium,0.0153435725355202,0.00617139273084505,3108,1734,0.1,ERR321619
Blautia,0.05516495598014151,0.02218796305323696,3108,1818,0.1,ERR321619
Butyrivibrio,0.0022232879290135068,0.0008942522066235806,1895,1399,0.1,ERR321619
Clostridium,0.0045131101641774085,0.001815239852810087,3532,2001,0.1,ERR321619
Collinsella,0.005130957350507735,0.0020637487194445324,2629,1587,0.1,ERR321619
Comamonas,0.0052568113994910124,0.00671734311197699,1600,1343,0.1,ERR321619
Coprococcus,0.030452070549611444,0.012248219306034655,2188,1591,0.1,ERR321619
Desulfovibrio,0.010541679434105685,0.0042400118011054555,1739,1384,0.1,ERR321619
Eubacterium,0.16095470316380647,0.0647374354631567,2482,1761,0.1,ERR321619
Faecalibacterium,0.17099376802012542,0.06877520495432159,1986,1472,0.1,ERR321619
Faecalitalea,0.007070272051162477,0.006164348882028327,994,892,0.1,ERR321619
Flavonifractor,0.0020060494113417343,0.0027341500950296884,1207,1105,0.1,ERR321619
Haemophilus,0.013283013090223925,0.005342625763089422,1504,1246,0.1,ERR321619
Lachnoclostridium,0.009652284100685644,0.0038822807016713947,3174,1970,0.1,ERR321619
Lactobacillus,0.003280221455029122,0.00131935769769645,3241,1907,0.1,ERR321619
Odoribacter,0.038491699344296394,0.015481889867426157,2526,1594,0.1,ERR321619
Parabacteroides,0.00493215605020294,0.0019837862639235262,2870,1747,0.1,ERR321619
Prevotella,0.07952853630338201,0.03198748672816156,2861,1722,0.1,ERR321619
Roseburia,0.09240312494802007,0.0371653775978255,2357,1567,0.1,ERR321619
Ruminococcus,0.032144486861177976,0.012928912640197805,2983,1793,0.1,ERR321619
Streptococcus,0.005012518269378568,0.0020161055421459113,2896,1822,0.1,ERR321619
Veillonella,0.002174589626620296,0.0008746648822903793,1832,1405,0.1,ERR321619
medium,,,788,788,0.1,ERR321619
Adlercreutzia,0.0036691400534085198,0.0,942,904,,ERR260261
Akkermansia,0.014032860476363582,-1.1368683772161603e-13,2274,1386,,ERR260261
Alistipes,0.018860092996225524,26.11719903319379,2650,1613,,ERR260261
Anaerostipes,0.013489942878951371,4.849454171562684e-13,2034,1491,,ERR260261
Bacteroides,0.424759688724953,0.0,3307,1887,,ERR260261
Bifidobacterium,0.008531856822001471,0.0,3108,1734,,ERR260261
Blautia,0.02326830207526149,0.0,3108,1818,,ERR260261
Clostridium,0.002259135196448276,0.0,3532,2001,,ERR260261
Collinsella,0.008481336874655628,0.0,2629,1587,,ERR260261
Coprococcus,0.011514767590628963,-3.311129148642067e-12,2188,1591,,ERR260261
Eubacterium,0.24521222544921728,-9.777068044058979e-12,2482,1761,,ERR260261
Faecalibacterium,0.013445007619662467,0.0,1986,1472,,ERR260261
Faecalitalea,0.0013596567461699994,0.0,994,892,,ERR260261
Flavonifractor,0.0016381178845167274,0.0,1207,1105,,ERR260261
Lachnoclostridium,0.03142151704700254,0.0,3174,1970,,ERR260261
Methanobrevibacter,0.001556581438885427,-1.6997514507011147e-13,1063,1000,,ERR260261
Odoribacter,0.008998307152172525,0.0,2526,1594,,ERR260261
Parabacteroides,0.02320394928519,0.0,2870,1747,,ERR260261
Roseburia,0.03174680364674975,3.6177449924679195e-12,2357,1567,,ERR260261
Ruminococcus,0.11255071004153547,0.0,2983,1793,,ERR260261
medium,,,779,779,,ERR260261
Adlercreutzia,0.0036691400534085198,2.403358120024805,942,904,1.0,ERR260261
Akkermansia,0.014032860476363582,0.0002055095756214832,2274,1386,1.0,ERR260261
Alistipes,0.018860092996225524,12.352729833362494,2650,1613,1.0,ERR260261
Anaerostipes,0.013489942878951371,0.009478731059654761,2034,1491,1.0,ERR260261
Bacteroides,0.424759688724953,0.06372821567136323,3307,1887,1.0,ERR260261
Bifidobacterium,0.008531856822001471,3.3376414636922114,3108,1734,1.0,ERR260261
Blautia,0.02326830207526149,0.0008516387541263372,3108,1818,1.0,ERR260261
Clostridium,0.002259135196448276,0.001962642908117056,3532,2001,1.0,ERR260261
Collinsella,0.008481336874655628,0.0004755374237479703,2629,1587,1.0,ERR260261
Coprococcus,0.011514767590628963,0.00045230326216593787,2188,1591,1.0,ERR260261
Eubacterium,0.24521222544921728,6.215216560873192e-10,2482,1761,1.0,ERR260261
Faecalibacterium,0.013445007619662467,0.0012880182711163344,1986,1472,1.0,ERR260261
Faecalitalea,0.0013596567461699994,0.0013777086572787564,994,892,1.0,ERR260261
Flavonifractor,0.0016381178845167274,0.0010233429674945003,1207,1105,1.0,ERR260261
Lachnoclostridium,0.03142151704700254,0.0013351929223154619,3174,1970,1.0,ERR260261
Methanobrevibacter,0.001556581438885427,0.31743386230430337,1063,1000,1.0,ERR260261
Odoribacter,0.008998307152172525,5.8933730124745525,2526,1594,1.0,ERR260261
Parabacteroides,0.02320394928519,4.635254931021428,2870,1747,1.0,ERR260261
Roseburia,0.03174680364674975,0.0012622993459540713,2357,1567,1.0,ERR260261
Ruminococcus,0.11255071004153547,0.012202276035496064,2983,1793,1.0,ERR260261
medium,,,779,779,1.0,ERR260261
Adlercreutzia,0.0036691400534085198,1.3052228120474296,942,904,0.9,ERR260261
Akkermansia,0.014032860476363582,0.00018584260656234105,2274,1386,0.9,ERR260261
Alistipes,0.018860092996225524,6.706458831263182,2650,1613,0.9,ERR260261
Anaerostipes,0.013489942878951371,0.0010862180965802298,2034,1491,0.9,ERR260261
Bacteroides,0.424759688724953,0.4357341867955209,3307,1887,0.9,ERR260261
Bifidobacterium,0.008531856822001471,1.8192057703079474,3108,1734,0.9,ERR260261
Blautia,0.02326830207526149,0.000247040377398292,3108,1818,0.9,ERR260261
Clostridium,0.002259135196448276,0.0024139992513167318,3532,2001,0.9,ERR260261
Collinsella,0.008481336874655628,0.00044963072898027617,2629,1587,0.9,ERR260261
Coprococcus,0.011514767590628963,0.0002360525989100133,2188,1591,0.9,ERR260261
Eubacterium,0.24521222544921728,1.1952228994388864e-09,2482,1761,0.9,ERR260261
Faecalibacterium,0.013445007619662467,0.0002047064823243848,1986,1472,0.9,ERR260261
Faecalitalea,0.0013596567461699994,0.0014894747028972276,994,892,0.9,ERR260261
Flavonifractor,0.0016381178845167274,0.0010641934547692743,1207,1105,0.9,ERR260261
Lachnoclostridium,0.03142151704700254,0.0004620176999726872,3174,1970,0.9,ERR260261
Methanobrevibacter,0.001556581438885427,0.17608897875055088,1063,1000,0.9,ERR260261
Odoribacter,0.008998307152172525,3.199669857829734,2526,1594,0.9,ERR260261
Parabacteroides,0.02320394928519,2.5481648258080303,2870,1747,0.9,ERR260261
Roseburia,0.03174680364674975,0.0013050749604243902,2357,1567,0.9,ERR260261
Ruminococcus,0.11255071004153547,0.0011741033000702387,2983,1793,0.9,ERR260261
medium,,,779,779,0.9,ERR260261
Adlercreutzia,0.0036691400534085198,0.23129318634317342,942,904,0.8,ERR260261
Akkermansia,0.014032860476363582,2.1775395260364824e-05,2274,1386,0.8,ERR260261
Alistipes,0.018860092996225524,1.1885134911195436,2650,1613,0.8,ERR260261
Anaerostipes,0.013489942878951371,7.378158803125248e-05,2034,1491,0.8,ERR260261
Bacteroides,0.424759688724953,0.8018374798745923,3307,1887,0.8,ERR260261
Bifidobacterium,0.008531856822001471,0.32819951856329993,3108,1734,0.8,ERR260261
Blautia,0.02326830207526149,5.198500505901872e-05,3108,1818,0.8,ERR260261
Clostridium,0.002259135196448276,0.0006033202604903477,3532,2001,0.8,ERR260261
Collinsella,0.008481336874655628,7.361250357924418e-05,2629,1587,0.8,ERR260261
Coprococcus,0.011514767590628963,8.52631564806389e-05,2188,1591,0.8,ERR260261
Eubacterium,0.24521222544921728,0.001406493857324783,2482,1761,0.8,ERR260261
Faecalibacterium,0.013445007619662467,5.791300530407235e-05,1986,1472,0.8,ERR260261
Faecalitalea,0.0013596567461699994,0.00029732208106963845,994,892,0.8,ERR260261
Flavonifractor,0.0016381178845167274,0.00016945375989346455,1207,1105,0.8,ERR260261
Lachnoclostridium,0.03142151704700254,6.859045911989223e-05,3174,1970,0.8,ERR260261
Methanobrevibacter,0.001556581438885427,0.03366311186438123,1063,1000,0.8,ERR260261
Odoribacter,0.008998307152172525,0.5670363386676975,2526,1594,0.8,ERR260261
Parabacteroides,0.02320394928519,0.4789457434961295,2870,1747,0.8,ERR260261
Roseburia,0.03174680364674975,0.0003713060873216614,2357,1567,0.8,ERR260261
Ruminococcus,0.11255071004153547,7.272352726959443e-05,2983,1793,0.8,ERR260261
medium,,,779,779,0.8,ERR260261
Adlercreutzia,0.0036691400534085198,0.012861023271371208,942,904,0.7000000000000001,ERR260261
Akkermansia,0.014032860476363582,0.01534534479257099,2274,1386,0.7000000000000001,ERR260261
Alistipes,0.018860092996225524,0.031127148167128995,2650,1613,0.7000000000000001,ERR260261
Anaerostipes,0.013489942878951371,0.018279371149401955,2034,1491,0.7000000000000001,ERR260261
Bacteroides,0.424759688724953,0.5820463465813683,3307,1887,0.7000000000000001,ERR260261
Bifidobacterium,0.008531856822001471,0.0134825281932485,3108,1734,0.7000000000000001,ERR260261
Blautia,0.02326830207526149,0.03076203237578592,3108,1818,0.7000000000000001,ERR260261
Clostridium,0.002259135196448276,0.0033706711438232493,3532,2001,0.7000000000000001,ERR260261
Collinsella,0.008481336874655628,0.011816783077247458,2629,1587,0.7000000000000001,ERR260261
Coprococcus,0.011514767590628963,0.01535846165488669,2188,1591,0.7000000000000001,ERR260261
Eubacterium,0.24521222544921728,0.30810513538802453,2482,1761,0.7000000000000001,ERR260261
Faecalibacterium,0.013445007619662467,0.017239145817631925,1986,1472,0.7000000000000001,ERR260261
Faecalitalea,0.0013596567461699994,0.0052848651652319814,994,892,0.7000000000000001,ERR260261
Flavonifractor,0.0016381178845167274,0.004664250899325441,1207,1105,0.7000000000000001,ERR260261
Lachnoclostridium,0.03142151704700254,0.0400537508064816,3174,1970,0.7000000000000001,ERR260261
Methanobrevibacter,0.001556581438885427,0.002633900330258354,1063,1000,0.7000000000000001,ERR260261
Odoribacter,0.008998307152172525,0.015318417604973461,2526,1594,0.7000000000000001,ERR260261
Parabacteroides,0.02320394928519,0.033602992640540376,2870,1747,0.7000000000000001,ERR260261
Roseburia,0.03174680364674975,0.04066033675944885,2357,1567,0.7000000000000001,ERR260261
Ruminococcus,0.11255071004153547,0.1429636754864605,2983,1793,0.7000000000000001,ERR260261
medium,,,779,779,0.7000000000000001,ERR260261
Adlercreutzia,0.0036691400534085198,0.012330612463368501,942,904,0.6,ERR260261
Akkermansia,0.014032860476363582,0.018449609953280027,2274,1386,0.6,ERR260261
Alistipes,0.018860092996225524,0.021633316879002416,2650,1613,0.6,ERR260261
Anaerostipes,0.013489942878951371,0.015473529678474086,2034,1491,0.6,ERR260261
Bacteroides,0.424759688724953,0.4872171579305593,3307,1887,0.6,ERR260261
Bifidobacterium,0.008531856822001471,0.00978639724477543,3108,1734,0.6,ERR260261
Blautia,0.02326830207526149,0.026689717338175028,3108,1818,0.6,ERR260261
Clostridium,0.002259135196448276,0.0025913227423212983,3532,2001,0.6,ERR260261
Collinsella,0.008481336874655628,0.009728448718954865,2629,1587,0.6,ERR260261
Coprococcus,0.011514767590628963,0.01320792082903763,2188,1591,0.6,ERR260261
Eubacterium,0.24521222544921728,0.28126869547294814,2482,1761,0.6,ERR260261
Faecalibacterium,0.013445007619662467,0.01542198700551854,1986,1472,0.6,ERR260261
Faecalitalea,0.0013596567461699994,0.007176655575890597,994,892,0.6,ERR260261
Flavonifractor,0.0016381178845167274,0.004793805580922943,1207,1105,0.6,ERR260261
Lachnoclostridium,0.03142151704700254,0.0360417964256279,3174,1970,0.6,ERR260261
Methanobrevibacter,0.001556581438885427,0.0017854641301979079,1063,1000,0.6,ERR260261
Odoribacter,0.008998307152172525,0.010321435341444554,2526,1594,0.6,ERR260261
Parabacteroides,0.02320394928519,0.02661590194406746,2870,1747,0.6,ERR260261
Roseburia,0.03174680364674975,0.0364149137844848,2357,1567,0.6,ERR260261
Ruminococcus,0.11255071004153547,0.12910037960286272,2983,1793,0.6,ERR260261
medium,,,779,779,0.6,ERR260261
Adlercreutzia,0.0036691400534085198,0.012979778287983018,942,904,0.5,ERR260261
Akkermansia,0.014032860476363582,0.016744321271825877,2274,1386,0.5,ERR260261
Alistipes,0.018860092996225524,0.018025330514239428,2650,1613,0.5,ERR260261
Anaerostipes,0.013489942878951371,0.012892867444781936,2034,1491,0.5,ERR260261
Bacteroides,0.424759688724953,0.40595949221380984,3307,1887,0.5,ERR260261
Bifidobacterium,0.008531856822001471,0.008154230159315023,3108,1734,0.5,ERR260261
Blautia,0.02326830207526149,0.022238428804670255,3108,1818,0.5,ERR260261
Clostridium,0.002259135196448276,0.002159144108582111,3532,2001,0.5,ERR260261
Collinsella,0.008481336874655628,0.008105946262556714,2629,1587,0.5,ERR260261
Coprococcus,0.011514767590628963,0.011005114958846512,2188,1591,0.5,ERR260261
Eubacterium,0.24521222544921728,0.23435894028551715,2482,1761,0.5,ERR260261
Faecalibacterium,0.013445007619662467,0.01284992105219419,1986,1472,0.5,ERR260261
Faecalitalea,0.0013596567461699994,0.0077881308143038334,994,892,0.5,ERR260261
Flavonifractor,0.0016381178845167274,0.004976905329991173,1207,1105,0.5,ERR260261
Lachnoclostridium,0.03142151704700254,0.03003077609229809,3174,1970,0.5,ERR260261
Methanobrevibacter,0.001556581438885427,0.001487685932366303,1063,1000,0.5,ERR260261
Odoribacter,0.008998307152172525,0.008600035034270577,2526,1594,0.5,ERR260261
Parabacteroides,0.02320394928519,0.022176924316431923,2870,1747,0.5,ERR260261
Roseburia,0.03174680364674975,0.030341665252591524,2357,1567,0.5,ERR260261
Ruminococcus,0.11255071004153547,0.10756912745948755,2983,1793,0.5,ERR260261
medium,,,779,779,0.5,ERR260261
Adlercreutzia,0.0036691400534085198,0.01140718481129453,942,904,0.4,ERR260261
Akkermansia,0.014032860476363582,0.014887833439176086,2274,1386,0.4,ERR260261
Alistipes,0.018860092996225524,0.014418317349411687,2650,1613,0.4,ERR260261
Anaerostipes,0.013489942878951371,0.010312901293472315,2034,1491,0.4,ERR260261
Bacteroides,0.424759688724953,0.32472374289548994,3307,1887,0.4,ERR260261
Bifidobacterium,0.008531856822001471,0.006522503323203,3108,1734,0.4,ERR260261
Blautia,0.02326830207526149,0.01778834089350648,3108,1818,0.4,ERR260261
Clostridium,0.002259135196448276,0.0017270820583166336,3532,2001,0.4,ERR260261
Collinsella,0.008481336874655628,0.006483881422787434,2629,1587,0.4,ERR260261
Coprococcus,0.011514767590628963,0.008802903217992725,2188,1591,0.4,ERR260261
Eubacterium,0.24521222544921728,0.1874618372817266,2482,1761,0.4,ERR260261
Faecalibacterium,0.013445007619662467,0.010278548820773304,1986,1472,0.4,ERR260261
Faecalitalea,0.0013596567461699994,0.006425149068830001,994,892,0.4,ERR260261
Flavonifractor,0.0016381178845167274,0.004963722228582894,1207,1105,0.4,ERR260261
Lachnoclostridium,0.03142151704700254,0.024021377013723373,3174,1970,0.4,ERR260261
Methanobrevibacter,0.001556581438885427,0.0011899880468360666,1063,1000,0.4,ERR260261
Odoribacter,0.008998307152172525,0.00687909906693977,2526,1594,0.4,ERR260261
Parabacteroides,0.02320394928519,0.01773914394888891,2870,1747,0.4,ERR260261
Roseburia,0.03174680364674975,0.024270054760260045,2357,1567,0.4,ERR260261
Ruminococcus,0.11255071004153547,0.08604368258251904,2983,1793,0.4,ERR260261
medium,,,779,779,0.4,ERR260261
Adlercreutzia,0.0036691400534085198,0.010573223894565761,942,904,0.30000000000000004,ERR260261
Akkermansia,0.014032860476363582,0.013356291998299104,2274,1386,0.30000000000000004,ERR260261
Alistipes,0.018860092996225524,0.010810614509145063,2650,1613,0.30000000000000004,ERR260261
Anaerostipes,0.013489942878951371,0.007732441841373525,2034,1491,0.30000000000000004,ERR260261
Bacteroides,0.424759688724953,0.243472460856129,3307,1887,0.30000000000000004,ERR260261
Bifidobacterium,0.008531856822001471,0.004890464494116227,3108,1734,0.30000000000000004,ERR260261
Blautia,0.02326830207526149,0.013337402104393183,3108,1818,0.30000000000000004,ERR260261
Clostridium,0.002259135196448276,0.001294937399181252,3532,2001,0.30000000000000004,ERR260261
Collinsella,0.008481336874655628,0.004861506435655157,2629,1587,0.30000000000000004,ERR260261
Coprococcus,0.011514767590628963,0.006600270402262877,2188,1591,0.30000000000000004,ERR260261
Eubacterium,0.24521222544921728,0.1405557672891204,2482,1761,0.30000000000000004,ERR260261
Faecalibacterium,0.013445007619662467,0.0077066849288191805,1986,1472,0.30000000000000004,ERR260261
Faecalitalea,0.0013596567461699994,0.006896537648729292,994,892,0.30000000000000004,ERR260261
Flavonifractor,0.0016381178845167274,0.004735437457485169,1207,1105,0.30000000000000004,ERR260261
Lachnoclostridium,0.03142151704700254,0.018010828904879896,3174,1970,0.30000000000000004,ERR260261
Methanobrevibacter,0.001556581438885427,0.0008922332442182712,1063,1000,0.30000000000000004,ERR260261
Odoribacter,0.008998307152172525,0.005157834050993308,2526,1594,0.30000000000000004,ERR260261
Parabacteroides,0.02320394928519,0.013300515053721882,2870,1747,0.30000000000000004,ERR260261
Roseburia,0.03174680364674975,0.018197283342612072,2357,1567,0.30000000000000004,ERR260261
